b2500	gi|556503834|ref|NC_000913.3|	+	639	1	2622234	2622872
b2501	gi|556503834|ref|NC_000913.3|	+	2067	1	2623044	2625110
b2502	gi|556503834|ref|NC_000913.3|	+	1542	1	2625115	2626656
b2503	gi|556503834|ref|NC_000913.3|	-	2244	1	2626695	2628938
b2456	gi|556503834|ref|NC_000913.3|	-	288	1	2571763	2572050
b2508	gi|556503834|ref|NC_000913.3|	-	1467	1	2632604	2634070
b2509	gi|556503834|ref|NC_000913.3|	+	1371	1	2634232	2635602
b2457	gi|556503834|ref|NC_000913.3|	-	294	1	2572157	2572450
b1080	gi|556503834|ref|NC_000913.3|	+	1098	1	1136274	1137371
b1081	gi|556503834|ref|NC_000913.3|	+	942	1	1137371	1138312
b1082	gi|556503834|ref|NC_000913.3|	+	1644	1	1138378	1140021
b1083	gi|556503834|ref|NC_000913.3|	+	954	1	1140033	1140986
b1084	gi|556503834|ref|NC_000913.3|	-	3186	1	1141182	1144367
b1085	gi|556503834|ref|NC_000913.3|	+	321	1	1144502	1144822
b1086	gi|556503834|ref|NC_000913.3|	+	960	1	1144940	1145899
b1087	gi|556503834|ref|NC_000913.3|	-	585	1	1146011	1146595
b1088	gi|556503834|ref|NC_000913.3|	+	522	1	1146794	1147315
b1089	gi|556503834|ref|NC_000913.3|	+	174	1	1147367	1147540
b2455	gi|556503834|ref|NC_000913.3|	-	1404	1	2570348	2571751
b3346	gi|556503834|ref|NC_000913.3|	-	723	1	3475718	3476440
b4069	gi|556503834|ref|NC_000913.3|	-	1959	1	4285413	4287371
b1522	gi|556503834|ref|NC_000913.3|	-	948	1	1610907	1611854
b3063	gi|556503834|ref|NC_000913.3|	+	1464	1	3208024	3209487
b3341	gi|556503834|ref|NC_000913.3|	-	540	1	3473542	3474081
b1521	gi|556503834|ref|NC_000913.3|	-	1452	1	1609229	1610680
b4006	gi|556503834|ref|NC_000913.3|	-	1590	1	4205943	4207532
b2760	gi|556503834|ref|NC_000913.3|	-	1509	1	2882630	2884138
