YHR112C	chrVIII	-	1137	1	334527	335663
YLR011W	chrXII	+	576	1	169103	169678
YIL044C	chrIX	-	897	1	272950	273846
YHR126C	chrVIII	-	480	1	359702	360181
YKR084C	chrXI	-	1836	1	597055	598890
YER121W	chrV	+	345	1	402375	402719
YCR046C	chrIII	-	510	1	209914	210423
YKL204W	chrXI	+	1899	1	53704	55602
YOR266W	chrXV	+	1272	1	821023	822294
YDR393W	chrIV	+	1371	1	1259901	1261271
YGL171W	chrVII	+	1695	1	182390	184084
YPR194C	chrXVI	-	2634	1	924304	926937
YGR019W	chrVII	+	1416	1	525229	526644
YBL033C	chrII	-	1038	1	158656	159693
YJL188C	chrX	-	309	1	76202	76510
YLL057C	chrXII	-	1239	1	25756	26994
YPL060C-A	chrXVI	-	5409	2	437333	439427	439429	442742
YNL229C	chrXIV	-	1065	1	219137	220201
YNL277W	chrXIV	+	1461	1	117349	118809
YMR040W	chrXIII	+	483	1	350381	350863
YDR077W	chrIV	+	1017	1	600793	601809
YMR266W	chrXIII	+	2862	1	798518	801379
YKR064W	chrXI	+	2592	1	562547	565138
YPL089C	chrXVI	-	2031	1	379120	381150
YGR277C	chrVII	-	918	1	1045644	1046561
YDL139C	chrIV	-	672	1	211375	212046
YDR246W	chrIV	+	660	1	954288	954947
YOR288C	chrXV	-	957	1	852121	853077
YDL240C-A	chrIV	-	138	1	22471	22608
YCR028C	chrIII	-	1539	1	170886	172424
YML054C	chrXIII	-	1776	1	165533	167308
YLR179C	chrXII	-	606	1	514108	514713
YOR141C	chrXV	-	2646	1	589942	592587
YPL280W	chrXVI	+	714	1	11887	12600
YBL106C	chrII	-	3033	1	10847	13879
YGL044C	chrVII	-	891	1	416146	417036
YER107C	chrV	-	1098	1	373448	374545
YBR038W	chrII	+	2892	1	311898	314789
YER076W-A	chrV	+	348	1	313390	313737
YGR259C	chrVII	-	441	1	1012481	1012921
YEL047C	chrV	-	1413	1	65385	66797
YPR016C	chrXVI	-	738	1	592332	593069
YLR157C	chrXII	-	1089	1	472969	474057
YDL055C	chrIV	-	1086	1	355674	356759
YML009C	chrXIII	-	213	1	251304	251516
YML072C	chrXIII	-	4638	1	124730	129367
YDR142C	chrIV	-	1128	1	740473	741600
YFL044C	chrVI	-	906	1	44655	45560
YBL113W-A	chrII	+	483	1	646	1128
YKL019W	chrXI	+	951	1	402568	403518
YJL130C	chrX	-	6645	1	165723	172367
YBL085W	chrII	+	2943	1	63876	66818
YBR116C	chrII	-	528	1	474199	474726
YDR166C	chrIV	-	2916	1	786306	789221
YHR212W-A	chrVIII	+	204	1	538742	538945
YDR082W	chrIV	+	1485	1	610441	611925
YDR348C	chrIV	-	1500	1	1170326	1171825
YKL182W	chrXI	+	6156	1	100671	106826
YDR333C	chrIV	-	2172	1	1133260	1135431
YKL018C-A	chrXI	-	300	1	403580	403879
YPL027W	chrXVI	+	738	1	499665	500402
YIR012W	chrIX	+	1296	1	378486	379781
YLR363C	chrXII	-	657	1	852495	853151
YEL077W-A	chrV	+	483	1	630	1112
YDR179C	chrIV	-	489	1	818708	819196
YML089C	chrXIII	-	369	1	91041	91409
YLR431C	chrXII	-	1362	1	1000342	1001703
YKR046C	chrXI	-	852	1	524223	525074
YJR005W	chrX	+	2103	1	445923	448025
YJL116C	chrX	-	1014	1	193860	194873
YER030W	chrV	+	462	1	213437	213898
YHR041C	chrVIII	-	633	2	189131	189749	189851	189864
YJR072C	chrX	-	1158	1	570967	572124
YEL030C-A	chrV	-	315	1	94583	94897
YKR039W	chrXI	+	1809	1	515063	516871
YGL003C	chrVII	-	1701	1	492474	494174
YPL009C	chrXVI	-	3117	1	535820	538936
YDR268W	chrIV	+	1140	1	1004004	1005143
YGL192W	chrVII	+	1803	1	142246	144048
YDL117W	chrIV	+	2658	1	248581	251238
YMR131C	chrXIII	-	1536	1	533163	534698
YMR293C	chrXIII	-	1395	1	855399	856793
YJL214W	chrX	+	1710	1	26887	28596
YIL105C	chrIX	-	2061	1	167581	169641
YML126C	chrXIII	-	1476	1	19060	20535
YLR189C	chrXII	-	3597	1	530797	534393
YIL150C	chrIX	-	1716	1	61013	62728
YLR349W	chrXII	+	507	1	827521	828027
YGL250W	chrVII	+	726	1	31910	32635
YBR212W	chrII	+	2019	1	647886	649904
YJR109C	chrX	-	3357	1	629585	632941
YLR254C	chrXII	-	570	1	644404	644973
YGR085C	chrVII	-	525	1	648383	648907
YPL105C	chrXVI	-	2550	1	352863	355412
YGR145W	chrVII	+	2124	1	781767	783890
YGR110W	chrVII	+	1338	1	713709	715046
YDR248C	chrIV	-	582	1	957758	958339
YGL154C	chrVII	-	819	1	215278	216096
YBR129C	chrII	-	987	1	494353	495339
YDL215C	chrIV	-	3279	1	70640	73918
YKL099C	chrXI	-	753	1	255720	256472
YDR315C	chrIV	-	846	1	1092741	1093586
YLR394W	chrXII	+	1449	1	907950	909398
YNL104C	chrXIV	-	1860	1	424895	426754
YNL151C	chrXIV	-	756	1	347766	348521
YNR066C	chrXIV	-	1311	1	753725	755035
YLR220W	chrXII	+	969	1	576825	577793
YHR006W	chrVIII	+	1626	1	117814	119439
YMR232W	chrXIII	+	2034	1	736926	738959
YNL083W	chrXIV	+	1485	1	471377	472861
YGR038C-A	chrVII	-	1323	1	566145	567467
YGR038C-B	chrVII	-	5268	2	562199	566161	566163	567467
YER168C	chrV	-	1641	1	521029	522669
YPL265W	chrXVI	+	1827	1	41043	42869
YOR227W	chrXV	+	3741	1	762825	766565
YOR081C	chrXV	-	2250	1	476939	479188
YEL026W	chrV	+	381	1	101943	102323
YGR050C	chrVII	-	357	1	592086	592442
YDR021W	chrIV	+	1200	1	486804	488003
YGL063W	chrVII	+	1113	1	383654	384766
YPL212C	chrXVI	-	1635	1	151515	153149
YOL157C	chrXV	-	1770	1	22525	24294
YOR345C	chrXV	-	351	1	981812	982162
YPR095C	chrXVI	-	3681	1	721037	724717
YOR310C	chrXV	-	1536	1	896825	898360
YDR188W	chrIV	+	1641	1	836421	838061
YAL027W	chrI	+	786	1	94687	95472
YGL236C	chrVII	-	2010	1	53787	55796
YHR133C	chrVIII	-	876	1	370722	371597
YDR017C	chrIV	-	3153	1	479115	482267
YIL090W	chrIX	+	1476	1	193595	195070
YBR183W	chrII	+	951	1	596115	597065
YOL048C	chrXV	-	1029	2	240204	240947	241026	241310
YML039W	chrXIII	+	5268	2	196628	197932	197934	201896
YCR007C	chrIII	-	720	1	126011	126730
YDR016C	chrIV	-	285	1	478474	478758
YEL004W	chrV	+	1029	1	146951	147979
YPR057W	chrXVI	+	1026	1	672471	673496
YLL032C	chrXII	-	2478	1	74270	76747
YDR116C	chrIV	-	858	1	682724	683581
YPL119C-A	chrXVI	-	264	1	324024	324287
YHR130C	chrVIII	-	336	1	364965	365300
YLR030W	chrXII	+	792	1	203290	204081
YDR122W	chrIV	+	3195	1	694700	697894
YOL062C	chrXV	-	1476	1	210520	211995
YNL234W	chrXIV	+	1281	1	210233	211513
YLR467W	chrXII	+	5391	1	1072508	1077898
YJL194W	chrX	+	1542	1	69338	70879
YOL015W	chrXV	+	1761	1	297078	298838
YDL070W	chrIV	+	1917	1	331024	332940
YOR241W	chrXV	+	1647	1	786995	788641
YLR056W	chrXII	+	1098	1	253861	254958
YPR039W	chrXVI	+	336	1	647012	647347
Q0092	chrmt	+	141	1	30874	31014
YKL110C	chrXI	-	942	1	228939	229880
YML100W-A	chrXIII	+	174	1	70138	70311
YNL255C	chrXIV	-	462	1	167329	167790
YLR204W	chrXII	+	336	1	552270	552605
YML097C	chrXIII	-	1356	1	78335	79690
YKR007W	chrXI	+	555	1	451434	451988
YDL096C	chrIV	-	327	1	286998	287324
YHR193C	chrVIII	-	525	1	487712	488236
YBL099W	chrII	+	1638	1	37053	38690
YOR126C	chrXV	-	717	1	559961	560677
YMR023C	chrXIII	-	1581	1	319437	321017
YOR119C	chrXV	-	1455	1	548792	550246
YIL047C-A	chrIX	-	369	1	265099	265467
YNL187W	chrXIV	+	1074	1	287994	289067
YMR141C	chrXIII	-	309	1	549736	550044
YMR101C	chrXIII	-	1032	1	468445	469476
YCL045C	chrIII	-	2283	1	44623	46905
YCR061W	chrIII	+	1896	1	225563	227458
YOR199W	chrXV	+	330	1	720181	720510
YPR115W	chrXVI	+	3252	1	754877	758128
YHR088W	chrVIII	+	888	1	281495	282382
YBR017C	chrII	-	2757	1	270947	273703
YPR162C	chrXVI	-	1590	1	866715	868304
YGR166W	chrVII	+	1683	1	830515	832197
YDL161W	chrIV	+	1365	1	167714	169078
YKL050C	chrXI	-	2769	1	342852	345620
YJR055W	chrX	+	495	1	538772	539266
YGL099W	chrVII	+	1923	1	314631	316553
YFL030W	chrVI	+	1158	1	76831	77988
YIL119C	chrIX	-	1224	1	136654	137877
YPL193W	chrXVI	+	1146	1	181403	182548
YNL005C	chrXIV	-	1116	1	621313	622428
YGL217C	chrVII	-	342	1	84839	85180
YJL144W	chrX	+	315	1	146359	146673
YBR012W-B	chrII	+	5271	2	259869	261173	261175	265140
YBR012W-A	chrII	+	1323	1	259869	261191
YJR139C	chrX	-	1080	1	689445	690524
YBR133C	chrII	-	2484	1	501804	504287
YBR162C	chrII	-	1368	1	563203	564570
YFL002W-B	chrVI	+	1317	1	138204	139520
YJL079C	chrX	-	900	1	289875	290774
YGL019W	chrVII	+	837	1	458156	458992
YGR201C	chrVII	-	678	1	902520	903197
YNL172W	chrXIV	+	5247	1	310636	315882
YNL058C	chrXIV	-	951	1	515763	516713
YPL160W	chrXVI	+	3273	1	246990	250262
YOL083C-A	chrXV	-	141	1	166461	166601
YNL023C	chrXIV	-	2898	1	588263	591160
YDR214W	chrIV	+	1053	1	892875	893927
YIL126W	chrIX	+	4080	1	117992	122071
YLR295C	chrXII	-	375	1	721999	722373
YER175W-A	chrV	+	165	1	540650	540814
YHR168W	chrVIII	+	1557	1	440377	441933
YOR064C	chrXV	-	660	1	446079	446738
YOR159C	chrXV	-	285	1	633282	633566
YOR130C	chrXV	-	879	1	569929	570807
YOL081W	chrXV	+	9240	1	171070	180309
YOL036W	chrXV	+	2286	1	256745	259030
YGL148W	chrVII	+	1131	1	226399	227529
YOR031W	chrXV	+	210	1	389213	389422
YPR204C-A	chrXVI	-	483	1	946856	947338
YBR282W	chrII	+	441	1	768240	768680
YDR194C	chrIV	-	1995	1	845952	847946
YOL114C	chrXV	-	609	1	103317	103925
YJR108W	chrX	+	372	1	628712	629083
YNR030W	chrXIV	+	1656	1	678799	680454
YAL037C-A	chrI	-	93	1	73426	73518
YML007C-A	chrXIII	-	111	1	253162	253272
YKL076C	chrXI	-	384	1	292838	293221
YDR466W	chrIV	+	2697	1	1395121	1397817
YFR045W	chrVI	+	930	2	241998	242009	242082	242999
YIL002C	chrIX	-	2841	1	350591	353431
YGR159C	chrVII	-	1245	1	806412	807656
YLR369W	chrXII	+	1974	1	859552	861525
YFR032C	chrVI	-	870	1	222090	222959
YNL118C	chrXIV	-	2913	1	402652	405564
YGL228W	chrVII	+	1734	1	67598	69331
YJR117W	chrX	+	1362	1	642007	643368
YBR196C-A	chrII	-	150	1	614024	614173
YBR196C-B	chrII	-	105	1	614526	614630
YIL030W-A	chrIX	+	339	1	295565	295903
YLR357W	chrXII	+	2670	1	841331	844000
YER127W	chrV	+	1074	1	414481	415554
YJR093C	chrX	-	984	1	603220	604203
YLR017W	chrXII	+	1014	1	177608	178621
YHR110W	chrVIII	+	639	1	332282	332920
YBR041W	chrII	+	2010	1	318266	320275
YOR394W	chrXV	+	495	1	1082718	1083212
YPL078C	chrXVI	-	735	1	408010	408744
YCL068C	chrIII	-	783	1	11503	12285
YDL039C	chrIV	-	2097	1	381985	384081
YKL202W	chrXI	+	582	1	63821	64402
YGR122C-A	chrVII	-	129	1	735630	735758
YOR264W	chrXV	+	1293	1	818866	820158
YNL042W-B	chrXIV	+	258	1	547113	547370
YBL029C-A	chrII	-	285	1	164488	164772
YGL173C	chrVII	-	4587	1	175527	180113
YOR366W	chrXV	+	354	1	1025256	1025609
YNL275W	chrXIV	+	1731	1	119268	120998
YAR015W	chrI	+	921	1	169375	170295
YOR384W	chrXV	+	2085	1	1061564	1063648
YLL051C	chrXII	-	2139	1	37333	39471
YDR427W	chrIV	+	1182	1	1322205	1323386
YLR079W	chrXII	+	855	1	286820	287674
YLR408C	chrXII	-	369	1	933885	934253
YMR093W	chrXIII	+	1542	1	454015	455556
YKR066C	chrXI	-	1086	1	566113	567198
YDR079W	chrIV	+	336	1	603064	603399
YMR268C	chrXIII	-	1335	1	802888	804222
YOR169C	chrXV	-	465	1	651376	651840
YML070W	chrXIII	+	1755	1	133475	135229
YHR175W-A	chrVIII	+	150	1	453558	453707
YPR072W	chrXVI	+	1683	1	690107	691789
YMR108W	chrXIII	+	2064	1	484084	486147
YCR091W	chrIII	+	2163	1	274404	276566
YER062C	chrV	-	753	1	279930	280682
YDR244W	chrIV	+	1839	1	950563	952401
YER189W	chrV	+	369	1	571155	571523
YJL009W	chrX	+	327	1	419855	420181
YDL137W	chrIV	+	546	1	216529	217074
YGR271W	chrVII	+	5904	1	1031791	1037694
YDR233C	chrIV	-	888	1	929470	930357
YGR071C	chrVII	-	2583	1	631481	634063
YCR106W	chrIII	+	2499	1	310958	313456
YBL100C	chrII	-	315	1	36989	37303
YER109C	chrV	-	2400	1	375215	377614
YDR489W	chrIV	+	885	1	1431012	1431896
YPL282C	chrXVI	-	495	1	7933	8427
YPR049C	chrXVI	-	3537	1	661137	664673
YDL057W	chrIV	+	987	1	351434	352420
YPR014C	chrXVI	-	330	1	587189	587518
YGR257C	chrVII	-	1101	1	1006205	1007305
YEL045C	chrV	-	426	1	68840	69265
YPL235W	chrXVI	+	1416	1	103232	104647
YLR122C	chrXII	-	378	1	390954	391331
YLR155C	chrXII	-	1089	1	469317	470405
YBL087C	chrII	-	414	2	59822	60193	60698	60739
YJL132W	chrX	+	2253	1	161914	164166
YGL190C	chrVII	-	1581	1	145809	147389
YBR110W	chrII	+	1350	1	458872	460221
YDR144C	chrIV	-	1791	1	744311	746101
YOR180C	chrXV	-	816	1	674352	675167
YFL046W	chrVI	+	624	1	42815	43438
YOR103C	chrXV	-	393	1	516449	516841
YKL137W	chrXI	+	336	1	185957	186292
YDR447C	chrIV	-	411	2	1354829	1355236	1355551	1355553
YAL061W	chrI	+	1254	1	33448	34701
YNL324W	chrXIV	+	396	1	31050	31445
YPR145W	chrXVI	+	1719	1	822620	824338
YJL063C	chrX	-	717	1	315759	316475
YDL160C-A	chrIV	-	243	1	169366	169608
YPL021W	chrXVI	+	564	1	511101	511664
YIR010W	chrIX	+	1731	1	375431	377161
YDR331W	chrIV	+	1236	1	1129588	1130823
YJL114W	chrX	+	681	1	197915	198595
YKR044W	chrXI	+	1332	1	522015	523346
YLR433C	chrXII	-	1662	1	1004347	1006008
YMR068W	chrXIII	+	1281	1	406304	407584
YLR157C-A	chrXII	-	1323	1	480279	481601
YLR157C-C	chrXII	-	132	1	482059	482190
YLR157C-B	chrXII	-	5268	2	476333	480295	480297	481601
YFL068W	chrVI	+	483	1	53	535
YER032W	chrV	+	2631	1	215063	217693
YJR070C	chrX	-	978	1	569621	570598
YGL005C	chrVII	-	840	1	489708	490547
YHR043C	chrVIII	-	741	1	192805	193545
YDL111C	chrIV	-	798	1	263313	264110
YMR133W	chrXIII	+	1287	2	536207	537448	537565	537609
YPL007C	chrXVI	-	1767	1	542082	543848
YKL159C	chrXI	-	636	1	153816	154451
YDR507C	chrIV	-	3429	1	1462358	1465786
YKR075W-A	chrXI	+	270	1	580212	580481
YLR138W	chrXII	+	2958	1	418437	421394
YBR101C	chrII	-	873	1	443821	444693
YLR396C	chrXII	-	2076	1	910235	912310
YBR245C	chrII	-	3390	1	708150	711539
YJL216C	chrX	-	1746	1	24341	26086
YBR210W	chrII	+	429	1	645550	645978
YPL103C	chrXVI	-	1407	1	358000	359406
YIL103W	chrIX	+	1278	1	171751	173028
YIL152W	chrIX	+	708	1	56545	57252
YDR341C	chrIV	-	1824	1	1151803	1153626
YJR096W	chrX	+	849	1	611195	612043
YAL010C	chrI	-	1482	1	134184	135665
YGR143W	chrVII	+	2316	1	775193	777508
YGR112W	chrVII	+	1170	1	717358	718527
YLR256W	chrXII	+	4509	1	646415	650923
YHR174W	chrVIII	+	1314	1	451327	452640
YOR012W	chrXV	+	414	1	356543	356956
YHR062C	chrVIII	-	882	1	222877	223758
YDL213C	chrIV	-	678	1	77289	77966
YDR317W	chrIV	+	1245	1	1102184	1103428
YDR478W	chrIV	+	597	1	1414575	1415171
YKL097C	chrXI	-	411	1	258503	258913
YOL164W-A	chrXV	+	183	1	4130	4312
YNL106C	chrXIV	-	3552	1	420944	424495
YOR378W	chrXV	+	1548	1	1049511	1051058
YFR015C	chrVI	-	2127	1	174265	176391
YMR230W	chrXIII	+	318	2	732414	732465	732876	733141
YIL092W	chrIX	+	1902	1	189066	190967
YAR009C	chrI	-	3591	1	160597	164187
YLR321C	chrXII	-	1281	1	776584	777864
YGR052W	chrVII	+	1110	1	593596	594705
YJR161C	chrX	-	1152	1	742848	743999
YOR278W	chrXV	+	828	1	842817	843644
YNL085W	chrXIV	+	2493	1	467131	469623
YGL061C	chrVII	-	744	1	388968	389711
YPL210C	chrXVI	-	1923	1	154290	156212
YOR087W	chrXV	+	2028	1	487707	489734
YGL234W	chrVII	+	2409	1	56482	58890
YOR347C	chrXV	-	1521	1	984942	986462
YPR093C	chrXVI	-	867	1	719558	720424
YAL029C	chrI	-	4416	1	87855	92270
YOL155C	chrXV	-	2904	1	28703	31606
YDR421W	chrIV	+	2853	1	1312040	1314892
YGR186W	chrVII	+	2208	1	867774	869981
YDR294C	chrIV	-	1770	1	1050459	1052228
YHR135C	chrVIII	-	1617	1	372694	374310
YDR015C	chrIV	-	240	1	477960	478199
YBR181C	chrII	-	711	2	591712	592416	592769	592774
YOR078W	chrXV	+	645	1	472725	473369
YOR243C	chrXV	-	2031	1	790211	792241
YMR165C	chrXIII	-	2589	1	590040	592628
YCR005C	chrIII	-	1383	1	120946	122328
YGR296W	chrVII	+	5580	2	1084864	1084882	1085031	1090591
YLR163W-A	chrXII	+	114	1	492812	492925
YPR055W	chrXVI	+	3198	1	667676	670873
YHR037W	chrVIII	+	1728	1	181977	183704
YLR032W	chrXII	+	3510	1	204991	208500
YDR114C	chrIV	-	303	1	681924	682226
YLL030C	chrXII	-	342	1	80356	80697
YDL185C-A	chrIV	-	228	1	126608	126835
YLL065W	chrXII	+	351	1	11726	12076
YPR046W	chrXVI	+	546	1	656799	657344
YBR099C	chrII	-	384	1	442924	443307
YBL027W	chrII	+	570	2	168423	168424	168809	169376
YOL060C	chrXV	-	2121	1	214017	216137
YIR018C-A	chrIX	-	138	1	385564	385701
YNL208W	chrXIV	+	600	1	254418	255017
YNL232W	chrXIV	+	879	1	214923	215801
YDL076C	chrIV	-	885	1	320668	321552
YOR225W	chrXV	+	330	1	761392	761721
YDR120C	chrIV	-	1713	1	691549	693261
YLR465C	chrXII	-	309	1	1067045	1067353
YJL192C	chrX	-	705	1	72710	73414
YEL020C-B	chrV	-	198	1	117183	117380
YLR054C	chrXII	-	2175	2	248717	250860	250948	250978
YLR009W	chrXII	+	600	1	166537	167136
YDR063W	chrIV	+	450	1	578663	579112
YOR352W	chrXV	+	1032	1	997213	998244
YGR238C	chrVII	-	2649	1	966039	968687
YLR423C	chrXII	-	1254	1	971917	973170
YDR278C	chrIV	-	318	1	1017001	1017318
YLR105C	chrXII	-	1134	1	347047	348180
YML091C	chrXIII	-	3609	1	87123	90731
YHR191C	chrVIII	-	402	1	486230	486631
YDL098C	chrIV	-	585	1	284581	285165
YLR202C	chrXII	-	327	2	550194	550458	550575	550636
YLR299C-A	chrXII	-	93	1	727911	728003
YKR005C	chrXI	-	1578	2	448521	449951	450021	450167
YMR143W	chrXIII	+	432	2	551928	551951	552496	552903
YCR063W	chrIII	+	474	1	228318	228791
YNL189W	chrXIV	+	1629	1	284260	285888
YCL047C	chrIII	-	777	1	43661	44437
YGL122C	chrVII	-	1578	1	278946	280523
YDL018C	chrIV	-	678	1	422833	423510
YNL303W	chrXIV	+	348	1	61510	61857
YPR160W	chrXVI	+	2709	1	861306	864014
YBL060W	chrII	+	2064	1	107932	109995
YEL025C	chrV	-	3567	1	102581	106147
YBR019C	chrII	-	2100	1	276253	278352
YKL056C	chrXI	-	504	1	334412	334915
YKL065W-A	chrXI	+	222	1	315954	316175
YGR160W	chrVII	+	612	1	807073	807684
YDL163W	chrIV	+	303	1	166956	167258
YPL068C	chrXVI	-	882	1	424215	425096
YJR057W	chrX	+	651	1	544062	544712
YKL178C	chrXI	-	1413	1	113215	114627
YFL032W	chrVI	+	321	1	74872	75192
YLR377C	chrXII	-	1047	1	873746	874792
YBL063W	chrII	+	3336	1	101886	105221
YAL059W	chrI	+	639	1	36509	37147
YNL007C	chrXIV	-	1059	1	618507	619565
YPL148C	chrXVI	-	522	1	272294	272815
YJR137C	chrX	-	4329	1	678957	683285
YMR021C	chrXIII	-	1254	1	317165	318418
YMR074C	chrXIII	-	438	1	413036	413473
YDR378C	chrIV	-	261	1	1229349	1229609
YJR039W	chrX	+	3366	1	503936	507301
YDL158C	chrIV	-	309	1	173866	174174
YOR104W	chrXV	+	849	1	517642	518490
YFL009W	chrVI	+	2340	1	116145	118484
YLR297W	chrXII	+	390	1	724044	724433
YLR279W	chrXII	+	390	1	704309	704698
YDR216W	chrIV	+	3972	1	895035	899006
YIL120W	chrIX	+	1692	1	134417	136108
YNL021W	chrXIV	+	2121	1	593227	595347
YGR095C	chrVII	-	672	1	675671	676342
YCL027W	chrIII	+	1539	1	71803	73341
YHR029C	chrVIII	-	885	1	167677	168561
YIR021W-A	chrIX	+	213	1	398514	398726
YAL033W	chrI	+	522	1	82706	83227
YBR284W	chrII	+	2394	1	771239	773632
YNR036C	chrXIV	-	462	1	694361	694822
YNR049C	chrXIV	-	633	1	713023	713655
YDR192C	chrIV	-	1293	1	843569	844861
YOL112W	chrXV	+	1479	1	106710	108188
YHR032C-A	chrVIII	-	120	1	175275	175394
YOL083W	chrXV	+	1239	1	165714	166952
YNL251C	chrXIV	-	1728	1	172588	174315
YBR266C	chrII	-	453	1	739936	740388
YBL004W	chrII	+	7482	1	227636	235117
YER145C-A	chrV	-	438	1	462386	462823
YBR164C	chrII	-	552	1	567875	568426
YHR074W	chrVIII	+	2145	1	246193	248337
YDR464W	chrIV	+	4308	1	1388872	1393179
YFR030W	chrVI	+	3108	1	213312	216419
YBR131W	chrII	+	2115	1	497163	499277
YKL078W	chrXI	+	2208	1	288845	291052
YIL055C	chrIX	-	1884	1	252042	253925
YPL053C	chrXVI	-	1341	1	457118	458458
YLR351C	chrXII	-	876	1	829489	830364
YEL009C-A	chrV	-	408	1	136371	136778
YJR111C	chrX	-	852	1	635855	636706
YGR027W-A	chrVII	+	1323	1	536057	537379
YER125W	chrV	+	2430	1	410189	412618
YER152C	chrV	-	1332	1	472657	473988
YLR015W	chrXII	+	1518	1	175227	176744
YHR116W	chrVIII	+	456	1	341665	342120
YPL259C	chrXVI	-	1428	1	51244	52671
YOR198C	chrXV	-	1413	1	718653	720065
YOR039W	chrXV	+	777	1	405768	406544
YDL037C	chrIV	-	987	1	384601	385587
YLR334C	chrXII	-	381	1	796698	797078
YHL043W	chrVIII	+	513	1	14901	15413
YOR364W	chrXV	+	369	1	1023371	1023739
YOR386W	chrXV	+	1698	1	1066839	1068536
YDR397C	chrIV	-	441	2	1266366	1266769	1266862	1266898
YPR198W	chrXVI	+	1632	1	934034	935665
YHL038C	chrVIII	-	1893	1	23617	25509
YLL053C	chrXII	-	459	1	35503	35961
YDR425W	chrIV	+	1878	1	1320064	1321941
YOR331C	chrXV	-	558	1	943565	944122
YML076C	chrXIII	-	2835	1	112513	115347
YKR060W	chrXI	+	825	1	556518	557342
YER069W	chrV	+	2592	1	295410	298001
YMR091C	chrXIII	-	1308	1	450058	451365
YER012W	chrV	+	597	1	177835	178431
YHR098C	chrVIII	-	2790	1	299145	301934
YDL135C	chrIV	-	609	1	218680	219288
YCR093W	chrIII	+	6327	1	280117	286443
YGR273C	chrVII	-	525	1	1038715	1039239
YPR108W-A	chrXVI	+	213	1	744175	744387
YBR069C	chrII	-	1860	1	376574	378433
YGR077C	chrVII	-	1770	1	637744	639513
YCR104W	chrIII	+	375	1	307801	308175
YDR512C	chrIV	-	564	1	1470500	1471063
YPR012W	chrXVI	+	255	1	584309	584563
YGR255C	chrVII	-	1440	1	1002523	1003962
YDL051W	chrIV	+	828	1	363952	364779
YBL102W	chrII	+	648	1	24098	24745
YGR073C	chrVII	-	372	1	635615	635986
YLR120C	chrXII	-	1710	1	386511	388220
YCL001W-B	chrIII	+	255	1	113770	114024
YEL043W	chrV	+	2871	1	70478	73348
YNL068C	chrXIV	-	2589	1	495701	498289
YJL169W	chrX	+	369	1	102099	102467
YJR080C	chrX	-	1185	1	580432	581616
YDR146C	chrIV	-	2130	1	748613	750742
YBR112C	chrII	-	2901	1	462870	465770
