uc009uvj.2	143	1968
uc012gsl.1	567	1140
uc008bud.1	40	1392
uc007nys.1	179	573
uc007guq.1	114	564
uc007utl.1	278	558
uc008pvj.3	249	1998
uc009ucg.1	144	792
uc008wiu.1	202	2829
uc009bee.1	508	381
uc009gxa.1	123	1119
uc007iot.2	297	918
uc008ixe.1	40	1869
uc008vsv.3	343	408
uc007dzk.1	216	1413
uc008xek.1	94	3480
uc007pvq.3	635	1734
uc007ggv.2	343	1518
uc007hrb.1	40	933
uc009ayl.2	102	2781
uc009jog.1	85	1107
uc009bry.1	40	933
uc029unp.1	136	996
uc009qto.1	188	1311
uc007imn.2	311	567
uc007qfa.1	229	1515
uc009ivu.1	348	1458
uc012frg.2	77	1458
uc007kwg.1	110	273
uc009lye.2	124	822
uc011zlm.2	165	867
uc056zxx.1	60	447
uc007yml.1	98	1077
uc008uxc.1	164	807
uc007ymk.1	150	1098
uc008poa.1	407	2652
uc009taj.1	440	1875
uc007hkm.1	215	1197
uc007izs.3	416	2724
uc012gnm.1	479	2709
uc029xgo.1	82	2349
uc007tpu.1	65	417
uc007xtx.1	51	1575
uc007btj.1	485	636
uc012cwr.2	521	1683
uc007yck.1	484	669
uc009tmv.1	253	3780
uc009fey.3	130	2070
uc008jaf.1	287	1932
uc011ztd.1	40	1542
uc007yyf.1	422	492
uc009mdw.1	205	1941
uc012csx.2	557	1617
uc008mdq.1	131	1863
uc008rrr.1	166	705
uc007tcl.2	151	528
uc008fbr.1	475	3861
uc009mgy.2	615	1458
uc009hhd.1	240	6045
uc007aor.2	96	876
uc007wfs.1	61	624
uc007tbu.1	168	2580
uc007qoz.2	118	3927
uc007nij.1	101	2496
uc009rny.3	346	387
uc009kkk.2	68	2496
uc009bup.2	182	246
uc007cff.1	129	2121
uc007qrc.2	128	2121
uc012dhx.1	40	2460
uc009oyu.1	40	933
uc008ckv.1	3186	1491
uc007pva.2	40	1416
uc029sjp.3	40	330
uc009cve.1	216	684
uc007eaf.1	196	15582
uc007otn.2	831	1470
uc008qsv.2	586	3423
uc008thq.2	163	1968
uc008cll.1	224	1524
uc007ktm.2	399	2886
uc008evi.2	243	2190
uc007ukd.1	45	1551
uc008htt.1	43	549
uc007eym.1	329	2019
uc009oyw.1	40	936
uc008pei.2	465	1959
uc009pka.2	314	1929
uc007lpg.2	671	2967
uc008unc.1	40	1680
uc009oyx.2	40	936
uc009jkh.1	130	369
uc007jae.1	455	549
uc007ovn.3	47	255
uc009nei.2	258	918
uc007zgz.1	415	528
uc007kkh.1	1434	540
uc009ndj.1	145	3672
uc007hxd.2	77	1311
uc007zul.1	81	1647
uc012aho.2	403	2907
uc007jqc.2	40	480
uc009khg.1	40	954
uc009khf.1	40	939
uc009ima.1	40	966
uc009ilz.1	40	951
uc009khn.1	40	918
uc007lyq.1	224	1647
uc009khm.1	40	930
uc009khh.1	40	957
uc012dwn.1	78	1710
uc007mqi.3	305	2862
uc007dpn.2	381	3675
uc007imi.1	427	1425
uc009jst.2	222	1257
uc011xhm.1	40	678
uc008svw.2	123	1095
uc007vmi.1	135	231
uc007sjw.2	291	1341
uc008hlo.1	164	1593
uc007otz.1	40	1644
uc008mbv.1	54	1506
uc008tmk.1	373	2001
uc008mrq.1	96	1788
uc008rcg.2	62	1449
uc029xov.2	227	1143
uc033ihz.1	40	804
uc033hqr.2	126	1119
uc033gzq.1	58	237
uc009pvi.2	104	1518
uc009gkx.1	132	2568
uc012cdj.2	226	3276
uc009drp.1	108	402
uc007rym.2	276	993
uc007ypu.2	97	2154
uc009sju.2	210	1080
uc009kiz.1	46	435
uc007reo.2	95	657
uc008tun.2	503	2355
uc012gro.1	499	1860
uc009kvh.2	1020	924
uc009rph.3	87	2889
uc009dsa.1	52	2577
uc007jax.1	262	1596
uc008knn.1	40	939
uc008kno.2	40	939
uc008iut.1	40	1611
uc008knq.1	40	981
uc008knr.2	99	981
uc008kns.1	40	924
uc007yve.2	183	1713
uc008knt.1	40	924
uc008yeg.2	300	1428
uc007shp.2	280	1731
uc008ucd.2	643	942
uc009cqn.2	291	528
uc007txs.2	202	5817
uc007mvn.2	329	564
uc008gab.1	73	603
uc007mfk.1	115	213
uc009syc.2	95	156
uc007wso.2	301	2613
uc007qzu.1	40	336
uc008rjd.2	226	354
uc008jnz.1	45	372
uc009djc.1	51	408
uc007mhe.1	150	1791
uc007vlq.2	180	348
uc029qnx.1	298	378
uc008qlu.2	340	783
uc008muh.2	177	1092
uc033gcj.1	331	708
uc009ixi.1	40	939
uc057bkg.1	497	249
uc007fnw.2	104	1128
uc007ywv.1	53	1935
uc009cdi.1	162	2082
uc012cvd.1	298	483
uc007krq.2	161	2787
uc008oby.2	105	1902
uc008ikd.1	168	747
uc057bve.1	40	270
uc009qcp.2	174	1089
uc007zbi.1	60	765
uc008tmx.2	56	744
uc008vtx.2	40	2088
uc012frq.2	2033	963
uc007avs.2	95	3789
uc007iwt.1	264	3939
uc057auz.1	66	417
uc008ump.2	916	684
uc007svq.2	372	2592
uc008ihy.2	321	2829
uc007jzl.2	71	8676
uc007upp.2	150	2766
uc007jcr.2	40	381
uc009lhy.1	58	1263
uc008jst.1	667	1530
uc007pfn.1	265	2031
uc008izm.1	683	7941
uc007bqe.1	73	1065
uc007ekw.1	140	1386
uc009dwa.1	150	933
uc009npn.1	54	1479
uc008gvc.1	40	924
uc009emd.3	52	312
uc007twz.1	216	846
uc008rav.2	40	1362
uc007hyr.3	190	975
uc008czm.1	936	1218
uc008url.1	289	654
uc008asv.2	40	390
uc007flz.2	182	771
uc008enh.2	518	966
uc008awk.1	337	525
uc007bqg.2	55	1770
uc009mnr.2	49	849
uc008ena.3	430	2313
uc008irr.1	40	1524
uc007hhp.1	47	336
uc008lww.2	504	3732
uc008eii.2	499	1155
uc008yhn.3	303	2250
uc008oqn.1	50	246
uc007jiw.2	70	7365
uc009fwj.2	285	447
uc007gcq.1	236	330
uc007ogo.2	122	1638
uc012hos.1	730	1395
uc007vgj.2	40	1377
uc009oxv.1	40	966
uc009cod.1	220	1494
uc009oxu.1	40	960
uc009cth.1	43	555
uc009cti.1	40	555
uc009ctj.1	100	576
uc009eiq.1	79	447
uc009fqo.1	283	741
uc009oxr.2	134	945
uc009mhz.1	281	1167
uc009imu.1	73	1161
uc009jay.1	65	1158
uc007sxs.1	219	699
uc007ezi.2	276	1206
uc056ygq.2	570	2169
uc009adb.1	76	1407
uc009tnz.1	2073	5967
uc007sdu.1	185	567
uc009bdn.1	306	8181
uc007jvd.1	40	966
uc012gse.1	174	4002
uc029xnv.1	101	702
uc009ejd.1	40	891
uc007wsj.1	62	534
uc007hul.1	736	1851
uc009qyg.1	330	4212
uc009jfj.1	175	555
uc009hib.2	96	285
uc008bya.1	110	1347
uc012dmj.1	249	1554
uc057cds.1	40	306
uc007wwp.1	139	939
uc011ydr.1	126	1833
uc008hee.1	57	696
uc009eli.2	78	1875
uc007fjo.1	153	1041
uc008hfr.1	868	1212
uc008rux.1	237	1902
uc008ovc.1	458	1791
uc008ppf.2	62	1674
uc008pph.2	102	1446
uc007hrn.1	40	2550
uc009vac.1	40	2553
uc007aqi.1	40	2127
uc008mig.2	63	2082
uc009sfo.1	69	2013
uc007aqg.2	96	2316
uc012cdy.2	900	1452
uc012ccl.1	40	2121
uc007uaf.3	236	1245
uc007uie.1	40	966
uc009vao.1	40	2574
uc009afu.2	91	2043
uc009tsi.1	95	993
uc008lzv.1	873	993
uc012hlv.1	40	1143
uc007jbj.1	180	768
uc009tse.1	235	1671
uc009tsk.2	87	1101
uc007pqi.1	310	774
uc008cuh.1	98	621
uc007rjd.2	510	1443
uc008rih.3	358	3654
uc008mjv.1	286	2589
uc029txv.1	209	3354
uc008cib.1	69	1050
uc007pxa.2	77	852
uc007kzd.1	40	1077
uc009ezj.1	91	966
uc012goh.1	848	1533
uc007pdx.1	195	1851
uc008zcs.1	409	618
uc008etd.1	182	774
uc008chu.2	68	1059
uc007tsr.2	106	537
uc007syv.1	330	1938
uc029uqa.2	40	222
uc008cev.2	573	1791
uc009uuv.2	349	747
uc007wlr.2	132	438
uc007ddj.1	40	1053
uc008bcm.2	815	1659
uc007fdh.2	259	1347
uc008njr.2	531	891
uc009vbb.1	348	1995
uc007vbl.1	348	2226
uc009dqp.2	67	363
uc009uat.2	58	597
uc012bep.2	653	657
uc009bbb.1	325	6939
uc007fcv.3	40	2025
uc012fjq.1	805	2619
uc007hxk.2	122	1410
uc009imk.1	77	1389
uc008fzm.3	199	324
uc007lgf.1	40	504
uc008epf.2	40	2841
uc007ttf.4	40	342
uc008epi.2	40	2853
uc008mcl.2	233	489
uc007cis.2	255	621
uc007pof.1	237	621
uc009vaw.1	40	2583
uc008uxg.1	40	1449
uc008chm.2	40	1065
uc007ngz.2	558	1023
uc007eve.1	208	915
uc007lqw.1	826	3366
uc007cbg.3	301	3231
uc008nkf.2	405	2595
uc012hen.1	2367	2376
uc007niy.2	209	3267
uc008qrx.1	156	417
uc009uqs.2	481	909
uc008iyr.2	41	1800
uc009hjg.1	397	747
uc007wzm.1	40	1017
uc008rkg.1	182	1905
uc008mtg.2	113	2121
uc008gqw.2	121	420
uc007okq.2	92	2295
uc007qha.2	213	1038
uc008pke.1	141	2082
uc012cqj.1	122	744
uc007mrs.1	1050	1269
uc008cjw.1	276	1140
uc007yka.1	294	918
uc012gpp.2	40	2241
uc007xhs.3	249	5019
uc009orz.2	244	1359
uc009tin.2	311	912
uc008mjw.2	598	3147
uc009coy.2	633	1539
uc009syf.1	91	879
uc009kym.1	69	651
uc012ali.1	40	2571
uc008vpe.1	135	1077
uc008iub.1	706	1761
uc008ufa.1	40	1530
uc029uyu.1	68	1530
uc008pjj.2	657	1122
uc009inw.2	400	987
uc009twc.1	297	1086
uc009fno.2	112	1227
uc009gbx.1	40	4077
uc009ltm.2	552	2601
uc012ada.1	982	2727
uc009bqt.1	851	2295
uc007drq.2	315	408
uc007drt.1	295	1767
uc008qnh.1	49	1014
uc029xhv.1	402	2451
uc009fcr.2	512	2244
uc012eai.1	251	4305
uc008ucv.1	320	1596
uc007pkp.1	40	1905
uc009uou.2	172	1734
uc009kbj.1	142	1260
uc007hnp.1	752	1602
uc007iak.2	558	1548
uc009ucl.1	90	1551
uc007lgl.1	1484	786
uc007bjd.2	282	1581
uc007hyp.2	104	387
uc007ldu.1	307	2631
uc007rvu.1	120	1131
uc008dzm.2	116	1317
uc008byf.2	105	1638
uc008cjz.2	40	1125
uc007kxo.2	244	1896
uc009pcy.1	47	432
uc007qsi.2	238	513
uc008rmo.2	207	387
uc007zvq.1	40	468
uc007mcn.1	863	1578
uc009gie.1	240	657
uc007zvo.1	40	237
uc057bnd.1	187	6030
uc012fsg.1	237	2043
uc007qpy.1	40	885
uc009eme.1	92	390
uc007xgy.2	1208	1521
uc007tda.2	40	510
uc009onv.2	103	894
uc009cix.1	40	1830
uc012cwy.1	743	702
uc007gaz.1	78	918
uc033iii.1	142	1428
uc008wvc.1	40	2292
uc007fdn.2	439	1284
uc007ikc.2	127	624
uc008dkf.1	140	903
uc009keq.1	89	636
uc009thv.2	348	768
uc007rvq.1	542	474
uc007jrr.2	91	678
uc008jfi.2	464	2403
uc029xor.1	227	1143
uc009uba.1	64	624
uc009kqr.1	147	657
uc008zty.1	81	1395
uc008cvr.1	83	438
uc008ezm.2	129	3621
uc007gtl.1	88	1122
uc009igm.2	77	393
uc007ivf.2	124	492
uc008ily.1	471	975
uc009ddv.2	173	1098
uc012aro.1	40	1503
uc008beh.1	79	246
uc008rgc.1	922	1797
uc007xie.1	43	8883
uc009ogv.1	195	777
uc008lmz.2	251	996
uc007zal.1	194	1722
uc007ebm.2	195	1635
uc012gnw.1	80	459
uc009fkv.1	55	357
uc012bsk.1	98	369
uc009spy.1	85	351
uc009rut.2	45	1119
uc012goy.1	40	402
uc009rus.1	40	1008
uc009ruv.1	357	1149
uc007aox.2	40	1098
uc007jcd.2	60	984
uc007jcc.2	48	921
uc007jcb.1	40	921
uc008cyr.1	289	1665
uc008pqz.1	40	939
uc009iso.1	40	951
uc009doz.1	389	3081
uc007qkn.1	94	2202
uc008loq.1	110	3381
uc008uvi.2	169	2553
uc009lvt.2	248	1149
uc008ivi.1	211	7074
uc007ddm.2	362	3156
uc008gqs.1	239	1059
uc009fbx.1	857	4284
uc008dby.2	236	5724
uc008bzy.1	170	246
uc007foz.2	73	759
uc007qag.1	60	1134
uc009uep.1	79	2544
uc008cxk.2	155	750
uc009epg.1	102	417
uc007cqa.1	64	402
uc008hty.2	279	1041
uc033iyp.1	40	339
uc008cig.2	191	1392
uc009grn.1	40	2406
uc009mym.2	373	1053
uc008nfa.2	261	1176
uc007pyd.1	55	756
uc008irj.1	516	462
uc012geg.1	235	3504
uc007bbk.2	341	3495
uc009ldj.1	140	666
uc056zau.1	422	876
uc008rjw.2	741	780
uc009jgj.1	115	1050
uc008fqr.2	99	249
uc008hen.2	117	819
uc007jip.2	63	459
uc007egh.2	208	693
uc012gla.1	123	1182
uc008btf.2	179	1467
uc007xff.1	40	2004
uc009anc.2	339	2004
uc009rcm.2	93	342
uc008xcd.2	441	585
uc008ccy.1	88	543
uc007cyy.1	291	1011
uc007elo.1	66	618
uc008sia.1	903	606
uc007uey.1	109	1614
uc007miy.2	1931	2031
uc009ung.1	984	1152
uc008pcn.1	486	2067
uc008chg.1	40	1089
uc008gxm.2	387	1287
uc008wqz.1	114	1263
uc009qnt.1	512	1314
uc008xxw.1	74	2211
uc008itz.2	226	1230
uc008jfr.1	1982	984
uc009fly.1	40	2259
uc007bdc.1	40	1674
uc007bcm.3	120	1152
uc007ihu.1	274	297
uc011wxy.1	77	2391
uc008gkr.2	639	2331
uc007pdk.2	541	2235
uc029umw.1	368	417
uc007zap.1	40	1446
uc008qxg.2	40	2514
uc009ben.1	62	2535
uc012dob.1	713	1473
uc008pml.1	82	1512
uc011yby.1	90	4389
uc012dmu.1	829	2010
uc008rbu.2	501	993
uc007uix.2	664	2760
uc007btq.1	498	891
uc007jkh.1	94	618
uc009crp.2	278	1161
uc009fhu.1	184	567
uc011wqz.1	392	867
uc029sos.1	309	423
uc008xup.1	266	972
uc009ulz.2	486	891
uc009mgg.2	344	1767
uc007bkk.1	232	894
uc009ayn.1	356	2094
uc007uck.1	157	1401
uc008fdx.1	186	870
uc007atg.3	181	3405
uc009mjv.2	723	3795
uc007xvj.1	501	801
uc057axt.1	116	366
uc008sik.1	134	3399
uc008xmm.2	1147	3768
uc008suf.1	165	2769
uc007ydp.1	305	669
uc009kko.3	1090	936
uc008cyz.3	350	2514
uc007pnx.3	40	1311
uc008ssy.1	40	813
uc007yhb.3	135	954
uc056ypf.1	59	378
uc007ebw.2	91	294
uc009jyc.1	52	3510
uc012gap.1	40	282
uc008ygy.1	60	1263
uc007duj.2	329	2154
uc008zih.1	40	1110
uc009gao.1	136	15108
uc012hsi.1	40	687
uc008lpg.1	40	14667
uc007iuh.1	110	423
uc008iuy.1	98	1299
uc008kid.2	338	3135
uc007wim.1	1006	777
uc011zxu.1	195	5682
uc009fhr.2	146	1053
uc007fmx.1	514	5886
uc009jvb.2	209	3489
uc009jya.1	103	3699
uc033fux.1	292	720
uc009jyd.2	166	3507
uc007jzy.2	40	3504
uc009kac.2	408	1530
uc007zeb.1	142	1323
uc009dbr.1	40	624
uc008rwd.1	247	1218
uc008sdl.2	238	1230
uc008sga.1	430	606
uc008upv.1	135	576
uc008gov.1	1034	945
uc033ivh.1	40	648
uc007qqq.2	160	1644
uc007coh.2	301	1356
uc009ldy.2	211	1257
uc007tcq.1	421	426
uc009mdm.2	2185	2229
uc007rrl.2	91	309
uc007lye.1	423	387
uc009sgf.2	537	2007
uc029xie.1	69	318
uc029xib.1	64	318
uc008nsf.2	986	1017
uc008ijk.1	138	3189
uc009rzw.2	219	3111
uc008ula.1	40	942
uc008ulb.1	40	942
uc007bdy.1	176	1611
uc009dgy.2	196	537
uc008qxe.1	131	567
uc009tdk.1	40	933
uc009tdf.1	40	960
uc008mil.1	62	1743
uc008kgr.1	234	3099
uc009fbo.2	105	939
uc008kbc.2	200	3222
uc008zik.2	66	1086
uc008xga.1	103	558
uc009lxq.1	119	1563
uc008zcz.2	218	1887
uc009jrf.1	151	2985
uc057aze.1	72	789
uc007jgh.2	74	3816
uc007oio.1	179	1101
uc007dfn.2	144	597
uc008mfl.1	392	693
uc009lxk.2	660	1590
uc007ikp.2	667	567
uc007twy.2	951	429
uc007iue.1	426	1614
uc007rbi.2	74	2382
uc008zhm.1	243	2454
uc009kqx.2	100	2196
uc007eqg.1	40	1044
uc007tzk.2	148	1398
uc007kaz.2	179	2205
uc008vpj.1	40	816
uc009jfq.1	94	693
uc008hkr.1	270	3873
uc007eqi.1	40	1038
uc012cqh.1	140	1455
uc007dta.2	40	930
uc007eqd.1	40	999
uc008tgx.1	40	267
uc033gng.1	40	1560
uc008tah.1	40	540
uc012dey.1	175	708
uc008tag.1	66	537
uc008tbq.1	58	543
uc008tar.3	95	546
uc008tbt.2	81	555
uc007oyd.2	85	351
uc012dfd.1	111	708
uc008nuh.1	40	300
uc008rvg.1	126	1098
uc008nue.1	40	342
uc008nui.1	40	369
uc008nub.2	98	1128
uc008yzw.2	74	630
uc012dfa.1	130	708
uc008tak.3	66	543
uc012dya.1	101	939
uc007bst.2	275	654
uc008hvu.1	192	1668
uc007iju.1	953	2214
uc009dow.1	158	837
uc009vai.1	217	1152
uc008gui.1	452	789
uc007tii.2	779	2088
uc008kgt.1	97	1074
uc009cav.2	321	1014
uc007hri.2	93	993
uc008dkh.1	70	9252
uc007eqr.1	40	1047
uc009gcw.1	291	1506
uc008fni.1	297	822
uc009aju.2	587	1809
uc008nyk.2	431	2628
uc007aia.2	482	2613
uc008zta.1	115	1944
uc012cec.1	382	1578
uc012fvm.1	532	1791
uc011znu.2	974	1728
uc007inl.2	597	1377
uc007bsd.1	40	681
uc007esq.2	729	1539
uc007wyv.1	40	1080
uc007tat.1	40	270
uc012hmt.1	85	1014
uc008lmu.1	93	1164
uc007tus.4	175	303
uc009nbq.2	302	549
uc009tfe.2	142	342
uc029una.1	92	6780
uc009tfd.1	124	339
uc009tff.1	110	342
uc008bav.2	332	7080
uc007foe.2	155	459
uc009boa.2	40	381
uc008hus.1	40	1047
uc007sht.2	553	489
uc008lzy.2	641	1398
uc009mmn.2	281	7107
uc008ipe.2	105	6984
uc012erj.3	520	6669
uc007suw.2	3252	4773
uc007dav.1	40	6822
uc009slq.1	3147	3441
uc007kys.2	581	6888
uc057bli.1	128	306
uc008nwn.1	136	1482
uc009cez.2	273	219
uc008gxs.2	160	648
uc008grb.1	477	1581
uc009rzl.2	161	321
uc009pcq.1	243	1941
uc007cuf.1	40	5559
uc008crk.1	51	306
uc009tpv.2	580	207
uc009not.1	40	513
uc007zyw.2	147	372
uc009imp.2	641	312
uc007zzb.1	201	390
uc007bqq.1	74	513
uc007vbq.1	368	5220
uc009nse.1	893	693
uc057akr.1	40	363
uc009tau.2	671	1491
uc009qxj.2	250	7389
uc008ydt.1	232	5943
uc009uql.2	40	4464
uc007iwe.1	169	999
uc007xch.2	111	597
uc009rbx.2	109	5172
uc008msr.1	62	2856
uc008qfd.1	65	1563
uc009tna.2	69	2868
uc007nnk.1	169	4512
uc008kex.1	46	2802
uc007wyf.1	263	579
uc008kwm.2	346	1320
uc011xps.1	227	1053
uc011zmg.1	1026	2787
uc008ykh.2	66	1326
uc012gqw.1	40	330
uc007krm.1	112	642
uc007fbc.1	132	669
uc009aiq.1	164	2424
uc008gtd.1	40	948
uc009qam.3	343	1884
uc007ofi.2	114	1602
uc009cmc.1	374	2157
uc056zqi.1	302	315
uc033iia.1	40	804
uc012exh.1	40	903
uc008qge.1	93	1683
uc007idw.1	114	432
uc008rbk.2	361	5415
uc007bmf.2	378	900
uc007ywy.2	877	1275
uc009fuq.1	40	960
uc008kaf.2	66	873
uc009iyy.1	251	4221
uc029xlm.1	40	1035
uc009ilo.1	888	1824
uc007tbl.1	40	657
uc008pkr.1	227	1974
uc009pfr.1	40	1647
uc009nao.2	246	1479
uc009ehe.1	86	801
uc007not.1	556	1482
uc007szh.1	88	288
uc012elm.1	172	2136
uc007btt.1	502	876
uc008yhw.1	89	1608
uc007bjr.2	100	294
uc008xzv.1	131	1410
uc008kto.2	144	939
uc008bst.1	117	1170
uc009fon.2	40	918
uc029wev.1	2277	1098
uc009dlr.1	199	5046
uc057axc.1	2151	2058
uc007aql.2	40	921
uc008hgb.1	266	576
uc009jyz.1	534	1011
uc009evl.2	366	2256
uc009qpa.1	96	1401
uc009myz.3	303	7116
uc007uom.2	479	1212
uc009lmq.2	1173	858
uc007iqx.2	1867	1101
uc008ecd.2	89	930
uc009big.2	328	1728
uc009fzq.3	48	1557
uc007raa.1	1330	813
uc008wyb.1	102	5250
uc008gte.1	40	957
uc007xlp.2	231	4464
uc009ilb.2	194	1398
uc007jcm.1	247	1620
uc008aaz.1	134	5940
uc007jhn.1	124	747
uc007rxd.1	40	792
uc008oqw.1	40	1176
uc029ujz.1	115	1176
uc007ikw.1	66	1119
uc012ene.1	40	1200
uc009kec.1	40	990
uc007yxy.2	73	288
uc008vnp.2	118	558
uc007ghy.1	68	1320
uc008tkc.3	1019	1713
uc008ttu.2	342	1530
uc007csq.1	136	2904
uc009lys.2	124	3807
uc008gsl.1	337	678
uc007uaz.2	114	5523
uc007wvd.1	60	705
uc008qrc.2	40	2868
uc008izk.1	48	2580
uc009tye.2	89	1104
uc007bll.1	145	1080
uc007blm.1	48	1056
uc009ewx.3	125	1353
uc009pdx.1	62	1125
uc007clt.1	90	1080
uc009fnu.1	40	966
uc008tth.3	113	1515
uc008osl.2	177	3012
uc008tte.1	72	1512
uc033ixe.1	40	942
uc007qsp.1	341	387
uc009qex.2	40	711
uc007ppe.2	268	675
uc009opy.2	53	1242
uc008sgn.2	40	8097
uc008edx.3	852	2721
uc007dqb.2	955	1647
uc011wwn.1	322	3540
uc007roh.1	104	5103
uc008acy.2	108	1113
uc009jnm.1	40	714
uc007lrd.2	745	960
uc008wvn.1	40	603
uc008qrg.2	722	3585
uc007qbd.1	121	1338
uc007mva.1	323	1230
uc008tyu.1	47	1827
uc009gts.1	963	1866
uc009ajy.2	266	1347
uc007vif.2	295	2373
uc012gcj.2	447	4632
uc009kyr.2	40	522
uc009kdp.2	220	2712
uc009crx.2	874	1695
uc012dvt.1	40	3045
